,precision,recall,f1-score,support
Normal,1.0,0.9901185770750988,0.9950347567030785,506.0
BACnet Fuzzing,1.0,0.9999690013794386,0.999984500449487,64519.0
Tampering,0.9699453551912568,1.0,0.9847434119278778,355.0
Flooding,1.0,0.84,0.9130434782608696,25.0
accuracy,0.9998318171393624,0.9998318171393624,0.9998318171393624,0.9998318171393624
macro avg,0.9924863387978142,0.9575218946136344,0.9732015368353283,65405.0
weighted avg,0.9998368718155017,0.9998318171393624,0.9998302510447691,65405.0
