,precision,recall,f1-score,support
Normal,1.0,1.0,1.0,506.0
BACnet Fuzzing,0.9999845006897193,0.9999845006897193,0.9999845006897193,64519.0
Tampering,1.0,0.9943661971830986,0.9971751412429378,355.0
Flooding,0.9259259259259259,1.0,0.9615384615384615,25.0
accuracy,0.9999541319470988,0.9999541319470988,0.9999541319470988,0.9999541319470988
macro avg,0.9814776066539114,0.9985876744682045,0.9896745258677797,65405.0
weighted avg,0.9999563970361309,0.9999541319470988,0.9999546768088021,65405.0
