,precision,recall,f1-score,support
Normal,0.9999947336268459,1.0,0.9999973668064892,189883.0
KissOfDeath,1.0,1.0,1.0,104.0
TimeSkimming,1.0,0.9940476190476191,0.9970149253731343,168.0
accuracy,0.9999947411322342,0.9999947411322342,0.9999947411322342,0.9999947411322342
macro avg,0.999998244542282,0.998015873015873,0.9990040973932078,190155.0
weighted avg,0.9999947411599294,0.9999947411322342,0.9999947332901016,190155.0
