,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,machine,str_protocol,timestamp
0,6,395399,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,581.6908995723307,25.290908677057857,43933.22222222222,130296.1851866525,391386.0,66.0,394604.0,131534.66666666666,225038.44287661905,391386.0,1095.0,395399.0,79079.8,174730.36517217034,391644.0,66.0,0,0,0,0,80,144,10.116363470823144,15.174545206234715,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,iti-732,Mqtt,1631524852
1,6,98,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20408.163265306124,98.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,10204.081632653062,10204.081632653062,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,iti-732,Mqtt,1631524854
2,6,817963,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,281.18631282833087,12.225491862101341,90884.77777777778,270575.20160335174,812414.0,61.0,817556.0,272518.6666666666,467563.0740684441,812414.0,2567.0,817963.0,163592.59999999998,362862.97606575955,812698.0,61.0,0,0,0,0,80,144,4.890196744840537,7.335295117260805,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524864
3,6,395399,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,581.6908995723307,25.290908677057857,43933.22222222222,130296.1851866525,391386.0,66.0,394604.0,131534.66666666666,225038.44287661905,391386.0,1095.0,395399.0,79079.8,174730.36517217034,391644.0,66.0,0,0,0,0,80,144,10.116363470823144,15.174545206234715,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,iti-732,Mqtt,1631524852
4,6,98,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20408.163265306124,98.0,0.0,98.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,10204.081632653062,10204.081632653062,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,iti-732,Mqtt,1631524854
5,6,817963,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,281.18631282833087,12.225491862101341,90884.77777777778,270575.20160335174,812414.0,61.0,817556.0,272518.6666666666,467563.0740684441,812414.0,2567.0,817963.0,163592.59999999998,362862.97606575955,812698.0,61.0,0,0,0,0,80,144,4.890196744840537,7.335295117260805,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524864
6,6,246324,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,933.7295594420358,40.59693736704503,27369.333333333332,81056.43434206813,243516.0,44.0,245993.0,81997.66666666666,139879.81201135973,243516.0,756.0,246324.0,49264.8,108706.31124134421,243721.0,44.0,0,0,0,0,80,144,16.238774946818012,24.358162420227018,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524873
7,6,46,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43478.260869565216,46.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,21739.130434782608,21739.130434782608,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524874
8,6,40057,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,5741.817909478992,249.64425693386923,4450.777777777777,11629.29390351987,35424.0,0.0,38375.0,12791.666666666668,19604.858998047737,35424.0,1047.0,40057.0,8011.4,15655.707387403483,35965.0,0.0,0,0,0,0,80,144,99.85770277354769,149.78655416032154,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524880
9,6,96,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20833.333333333332,96.0,0.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,10416.666666666666,10416.666666666666,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524881
10,6,576542,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,398.93017334383273,17.34479014538403,64060.22222222222,190904.85411441076,573138.0,96.0,576119.0,192039.6666666667,330041.1950989351,573138.0,1005.0,576542.0,115308.4,256062.30324629982,573365.0,194.0,0,0,0,0,80,144,6.937916058153612,10.406874087230419,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524933
11,6,191,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10471.204188481675,191.0,0.0,191.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,5235.602094240838,5235.602094240838,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524935
12,6,1011622,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,227.35764939868844,9.885115191247323,112402.44444444444,335935.8185521124,1008230.0,49.0,1011128.0,337042.6666666666,581265.4972741229,1008230.0,948.0,1011622.0,202324.40000000002,450640.88563877554,1008454.0,53.0,0,0,0,0,80,144,3.9540460764989294,5.931069114748394,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524949
13,6,90,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22222.222222222223,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,11111.111111111111,11111.111111111111,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524951
14,6,3602799,5,7,68.0,4.0,52.0,0.0,13.6,22.244100341438852,4.0,0.0,0.5714285714285715,1.511857892036909,19.98446208073223,3.3307436801220383,327527.18181818177,1072975.2952725256,3562480.0,0.0,3602300.0,900575.0,1800511.3409175368,3601342.0,98.0,3602799.0,600466.5,1451228.395369764,3562603.0,0.0,0,0,0,0,160,240,1.387809866717516,1.9429338134045224,0.0,52.0,5.538461538461538,14.494915111947503,210.1025641025641,0,1,0,0,0,0,0,0,1.0,6.0,13.6,0.5714285714285714,0,0,0,0,0,0,5,68,7,4,-1.0,227,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,iti-732,Mqtt,1631524955
15,6,330834,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,695.2127048610481,30.2266393417847,36759.333333333336,108936.78285133997,327253.0,74.0,330438.0,110146.0,188020.7486396116,327253.0,1129.0,330834.0,66166.8,146067.40684081442,327456.0,74.0,0,0,0,0,80,144,12.090655736713881,18.13598360507082,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524964
16,6,71,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28169.014084507042,71.0,0.0,71.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,14084.507042253521,14084.507042253521,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524966
17,6,782430,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,293.9560088442417,12.780696036706159,86936.66666666669,259448.32384937466,778797.0,48.0,782061.0,260687.0,448696.7361548332,778797.0,1101.0,782430.0,156486.0,348077.9443946427,779145.0,48.0,0,0,0,0,80,144,5.112278414682464,7.6684176220236955,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524981
18,6,86,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23255.81395348837,86.0,0.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,11627.906976744185,11627.906976744185,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524983
19,6,370096,4,6,223.0,8.0,199.0,0.0,55.74999999999999,96.01518977050802,4.0,0.0,1.3333333333333335,2.065591117977289,624.1623794907267,27.02001642816999,41121.77777777778,122071.66118900997,366642.0,46.0,369756.0,123252.0,210782.51132150408,366642.0,1059.0,370096.0,74019.2,163682.04352860455,366819.0,46.0,0,0,0,0,80,144,10.808006571267995,16.212009856901993,0.0,199.0,21.0,59.38855108520496,3526.999999999999,0,1,0,0,0,0,0,0,1.0,23.1,55.75,1.3333333333333333,0,0,0,0,0,0,4,223,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524986
20,6,85,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23529.41176470588,85.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,11764.70588235294,11764.70588235294,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524987
21,6,3571036,5,7,68.0,4.0,52.0,0.0,13.6,22.244100341438852,4.0,0.0,0.5714285714285715,1.511857892036909,20.16221623080809,3.3603693718013483,324639.63636363635,1063527.9858169479,3531112.0,0.0,3570517.0,892629.25,1784505.8423480294,3569388.0,162.0,3571036.0,595172.6666666666,1438445.691310126,3531220.0,0.0,0,0,0,0,160,240,1.4001539049172285,1.96021546688412,0.0,52.0,5.538461538461538,14.494915111947503,210.1025641025641,0,1,0,0,0,0,0,0,1.0,6.0,13.6,0.5714285714285714,0,0,0,0,0,0,5,68,7,4,-1.0,227,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,iti-732,Mqtt,1631524988
22,6,534618,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,430.2137226954573,18.70494446501988,59402.0,177016.38226517342,531443.0,58.0,534282.0,178094.0,306009.75344423257,531443.0,843.0,534618.0,106923.6,237401.4325910861,531598.0,58.0,0,0,0,0,80,144,7.481977786007953,11.222966679011929,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631525005
23,6,22,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90909.09090909091,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,45454.545454545456,45454.545454545456,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631525007
24,6,207792,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,1106.8761068761069,48.125048125048124,23088.0,68017.00374538708,204459.0,0.0,207538.0,69179.33333333334,117156.56070546512,204459.0,1072.0,207792.0,41558.40000000001,91249.13740852568,204783.0,0.0,0,0,0,0,80,144,19.25001925001925,28.875028875028875,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631525009
25,6,83,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24096.385542168675,83.0,0.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,12048.192771084337,12048.192771084337,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631525010
26,6,862101,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,266.79008608040124,11.599568960017447,95789.0,286058.13237391104,858609.0,0.0,861764.0,287254.6666666666,494807.55624821794,858609.0,1145.0,862101.0,172420.2,383741.3197235867,858876.0,0.0,0,0,0,0,80,144,4.639827584006978,6.959741376010467,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631525021
27,6,179043,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,1284.6076082281909,55.852504705573516,19893.666666666664,58337.50169916433,175452.0,0.0,178769.0,59589.66666666667,100341.46743163234,175452.0,1067.0,179043.0,35808.6,78331.19689370258,175924.0,0.0,0,0,0,0,80,144,22.341001882229406,33.51150282334411,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631525030
28,6,60100197,48,30,6340.0,342.0,232.0,0.0,132.08333333333334,112.81840677744664,226.0,4.0,11.399999999999997,40.53146925538229,111.1809999557905,1.2978326843088384,780522.0389610388,1490692.6835661219,5774668.0,122.0,60054442.0,1277754.0851063833,1738674.9894697901,5774668.0,2170.0,60057152.0,2070936.2758620693,1859782.5014637923,5817870.0,221.0,0,1,0,0,960,600,0.7986662672669775,0.49916641704186093,0.0,232.0,87.44303797468355,109.43816270990231,11976.711457319054,0,0,0,1,1,0,0,0,0.0,88.56410256410257,132.08333333333334,11.4,0,0,0,0,0,0,48,6340,30,342,-1.0,1460,28,0,24259923.0,12330433.298022337,32978856.0,15540990.0,5767329.0,10378.913334256145,5774668.0,5759990.0,0,iti-732,Mqtt,1631524990
29,6,281,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10676.156583629892,140.5,105.35891039679558,215.0,66.0,66.0,66.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,32,7117.437722419929,3558.7188612099644,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1.0,502,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631525036
30,6,34365417,137,166,596.0,72820.0,68.0,0.0,4.35036496350365,5.519472535641844,2896.0,0.0,438.6746987951808,411.3257385999049,2136.333745055385,8.817003442734304,113792.7715231788,496689.0874172757,3471380.0,0.0,34249022.0,251831.04411764702,719154.4306261333,3471730.0,121.0,34365417.0,208275.25454545455,658046.8976898158,3471380.0,31.0,0,1,0,0,4396,5312,3.9865659130514843,4.83043752968282,0.0,2896.0,241.51315789473688,372.90807026558514,139060.4288692026,0,0,0,1,1,0,0,0,1.0,242.31023102310232,4.350364963503649,438.67469879518075,0,0,0,0,0,0,137,596,166,72820,-1.0,227,133,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631525041
31,6,24064262,3,3,2.0,6.0,2.0,0.0,0.6666666666666667,1.1547005383792515,2.0,2.0,2.0,0.0,0.3324431889912103,0.2493323917434077,4812852.4,10708480.071521997,23968717.0,155.0,24016442.0,12008221.0,16914695.655909155,23968717.0,47725.0,24016692.0,12008346.0,16982047.576817174,24016467.0,225.0,0,1,0,0,60,60,0.12466619587170386,0.12466619587170386,0.0,2.0,1.4285714285714286,0.9759000729485332,0.9523809523809524,0,0,0,1,1,0,0,0,1.0,1.6666666666666667,0.6666666666666666,2.0,0,0,0,0,0,0,3,2,3,6,-1.0,229,1,0,47820.0,0.0,47820.0,47820.0,23968717.0,0.0,23968717.0,23968717.0,0,iti-732,Mqtt,1631525044
32,6,251,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11952.191235059761,125.5,118.08683245815344,209.0,42.0,42.0,42.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,32,7968.127490039841,3984.0637450199206,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1.0,502,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631525089
33,6,229491,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,1002.2179519022533,43.57469356096753,25499.000000000004,75026.51071288068,225563.0,1.0,229103.0,76367.66666666666,129207.31828086726,225563.0,1461.0,229491.0,45898.2,100577.5956547978,225808.0,1.0,0,0,0,0,80,144,17.429877424387012,26.14481613658052,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524917
34,6,158,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12658.227848101267,158.0,0.0,158.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,6329.113924050634,6329.113924050634,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524918
35,6,247357,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,929.8301644990844,40.42739845648193,27484.11111111111,81119.09995716861,243796.0,34.0,246944.0,82314.66666666666,139848.05412422918,243796.0,1015.0,247357.0,49471.4,108808.735199891,244109.0,34.0,0,0,0,0,80,144,16.17095938259277,24.256439073889158,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524923
36,6,58,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34482.75862068965,58.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,17241.379310344826,17241.379310344826,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524924
37,6,557839,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,412.30534258092393,17.926319242648866,61982.11111111111,184601.51872847934,554250.0,0.0,557450.0,185816.6666666667,319072.96219255764,554250.0,1137.0,557839.0,111567.8,247631.49197486977,554542.0,0.0,0,0,0,0,80,144,7.170527697059546,10.75579154558932,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524931
38,6,96,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20833.333333333332,96.0,0.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,10416.666666666666,10416.666666666666,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524932
39,6,843531,4,6,222.0,8.0,198.0,0.0,55.50000000000001,95.51788663212074,4.0,0.0,1.3333333333333335,2.065591117977289,272.66336388348503,11.854928864499348,93725.66666666667,279928.5301478754,840200.0,37.0,843184.0,281061.3333333334,484228.57634626783,840200.0,965.0,843531.0,168706.2,375489.06583774183,840400.0,37.0,0,0,0,0,80,144,4.741971545799739,7.112957318699609,0.0,198.0,20.90909090909091,59.088839124583494,3491.4909090909086,0,1,0,0,0,0,0,0,1.0,23.0,55.5,1.3333333333333333,0,0,0,0,0,0,4,222,6,8,-1.0,237,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524940
40,6,92,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21739.130434782608,92.0,0.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,10869.565217391304,10869.565217391304,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1.0,8212,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,iti-732,Mqtt,1631524941
